발화자,발화문,인텐트
s,할부는 어떻게 해드릴까?,구매 목록
c,그냥 일시불로 해주세요,구매 목록
s,같이 계산해드리면 되나요?,구매 목록
c,네,구매 목록
c,카드로 계산해도 될까요?,구매 목록
s,네 카드 계산됩니다,구매 목록
s,할부 해 드릴까요?,구매 목록
c,삼십일개월 할부로 해주세요,구매 목록
s,할부 해드릴까요?,구매 목록
c,이개월로 해주세요,구매 목록
c,지역상품권으로 계산 되죠?,구매 목록
s,네,구매 목록
c,이것도 무이자할부 되는 건가요?,구매 목록
s,네 오개월까지 됩니다,구매 목록
s,할부는요 고객님?,구매 목록
c,일시불로 해주세요,구매 목록
s,카드 할부 하시겠어요?,구매 목록
c,카드 삼 개월 되나요?,구매 목록
s,네,구매 목록
s,계산은 어떻게 해드릴까요?,구매 목록
c,계산은 카드로 할께요,구매 목록
s,죄송하지만 저희 매장은 현금결재만 되서요 계좌번호로 입금해주셔야 되는데 계좌번호 있으신가요?,구매 목록
c,아 네 있어요,구매 목록
c,흠 그런데 현대백화점 카드로만 결제해야 되는건가요?,구매 목록
s,네 맞아요,구매 목록
c,전 백화점 카드가 없는데 어떡하죠?,구매 목록
s,아 그러시면 팔 층에 가셔서 카드 바로 만드실 수가 있어요,구매 목록
s,그럼 일단 카드로 결제하시는걸까요?,구매 목록
c,네 이 카드로 해주세요,구매 목록
s,할부 필요하세요?,구매 목록
c,아뇨 어차피 재결제 할꺼니까 그냥할게요,구매 목록
c,무이자 할부는요?,구매 목록
s,무이자는 카드사별로 지금 앞에 보이는 대로 요 안에서만 가능합니다,구매 목록
c,무이자는 육 개월까지 되고요?,구매 목록
s,코트 금액 할부 하시겠어요?,구매 목록
c,아니요,구매 목록
c,무이자 할부 있나요?,구매 목록
s,네,구매 목록
c,여기 할부되는 게 이렇게 세 개인가요?,구매 목록
s,네네네,구매 목록
c,무이자 할부 되는 카드가 뭔가요?,구매 목록
s,삼성 현대 롯데카드 가능해요,구매 목록
c,무이자 할부 되는 카드가 뭔가요?,구매 목록
s,삼성 현대 롯데카드 가능해요,구매 목록
c,무이자 할부 되는 카드가 뭔가요?,구매 목록
s,삼성 현대 롯데카드 가능해요,구매 목록
c,그럼 결제카드의 할부 개월수를 변경할 수 있나요?,구매 목록
s,일단 결제 승인이 되신 경우에는 불가능하시거든요,구매 목록
s,일시불로 하실 거예요?,구매 목록
c,네,구매 목록
c,3개월 할부해주시겠어요?,구매 목록
s,네,구매 목록
s,일시불인가요?,구매 목록
c,네,구매 목록
c,카드사마다 되죠?,구매 목록
s,네. 육개월 다 많아요,구매 목록
c,일시불로 해주실래요?,구매 목록
s,네,구매 목록
c,3개월 할부해주시겠어요?,구매 목록
s,네,구매 목록
c,몇개월인가요?,구매 목록
s,사개월 가능하십니다,구매 목록
c,무이자에요?,구매 목록
s,네,구매 목록
c,카드 무이자인가요?,구매 목록
s,무이자 삼개월 가능합니다,구매 목록
c,현금으로 하면 더 할인되거나 하는건 없나요?,구매 목록
s,네 죄송해요 백화점이다보니,구매 목록
s,할부 필요하세요?,구매 목록
c,아뇨 어차피 재결제 할꺼니까 그냥할게요,구매 목록
s,카드받고 삼개월로 결제 할게요?,구매 목록
c,네에,구매 목록
s,할부해드릴까요?,구매 목록
c,아뇨 체크카드에요,구매 목록
s,네 입력해 주세요 그 결제 할부는 어떻게 도와 드릴까요,구매 목록
c,일시불로 해 주세요,구매 목록
s,네 여기 영수증이랑 카드 받아 주시겠어요?,구매 목록
c,네,구매 목록
s,할부 하시겠어요?,구매 목록
c,네,구매 목록
s,몇개월로 할까요?,구매 목록
c,이개월로 해주세요,구매 목록
s,할부 해 드릴까요?,구매 목록
c,네 6개월 할부 해주세요,구매 목록
s,할부 필요하세요?,구매 목록
c,아뇨 어차피 재결제 할꺼니까 그냥할게요,구매 목록
s,일시불로 할까요?,구매 목록
s,oo는 이 개월,구매 목록
c,아,구매 목록
s,oo은 삼 개월,구매 목록
c,아,구매 목록
s,oo 삼 개월,구매 목록
c,삼 개월밖에 안 되요?,구매 목록
s,네,구매 목록
s,할부할까요?,구매 목록
c,네,구매 목록
c,이거 무이자 삼 개월 되나요?,구매 목록
s,이건 항상 삼 개월은 무이자예요,구매 목록
s,그러시겠어요?,구매 목록
s,카드로 하시겠어요?,구매 목록
c,네 카드 결제할게요,구매 목록
c,저 그런데 온누리상품권도 사용가능한가요?,구매 목록
s,네 사용 가능하세요,구매 목록
c,할부 되나요?,구매 목록
s,이 제품은 따로 주문하셔야 되고요. 할부는 삼 개월만 무이자예요,구매 목록
s,별 말씀을요. 계산은 카드로 하시나요?,구매 목록
c,네 카드로 하려고요,구매 목록
c,사장님 혹시 상품권 사용 가능한가요?,구매 목록
s,네 물론이죠,구매 목록
c,저 온누리 상품권 10만원 있거든요,구매 목록
s,이리 주시겠어요?,구매 목록
c,네,구매 목록
s,상품권 10만원건 받았습니다,구매 목록
c,예,구매 목록
s,일시불로 할까요?,구매 목록
c,3개월 할부로 해 주세요,구매 목록
s,그럼 이제 계산하실건가요?,구매 목록
c,네 계산해 주세요,구매 목록
s,계산은 어떻게 해드릴까요?,구매 목록
c,계산은 카드로 할께요,구매 목록
s,계산은 어떻게 해드릴까요?,구매 목록
c,계산은 카드로 할께요,구매 목록
c,삼 개월 무이자 될까요?,구매 목록
s,네 됩니다,구매 목록
s,카드로 하실꺼죠?,구매 목록
c,네 그렇습니다,구매 목록
s,할부 끊을까요?,구매 목록
c,아니요 일시불로 해주세요,구매 목록
c,이 두 개 카드로 해주실 수 있나요?,구매 목록
s,네네 카드되요,구매 목록
c,카드 혹시 할부 되나요?,구매 목록
s,네 할부되요 3개월요,구매 목록
c,3개월요?,구매 목록
s,네,구매 목록
s,일시불로 할까요?,구매 목록
c,네,구매 목록
c,몇 개월 무이자이지요?,구매 목록
s,삼개월 무이자예요,구매 목록
s,할부 해드릴까요?,구매 목록
c,이개월로 해주세요,구매 목록
c,신용카드 무이자 할부 기간은 어떻게확인하죠?,구매 목록
s,결제화면하단에 기재되어 있는 정보 확인 부탁드립니다,구매 목록
s,일시불인가요?,구매 목록
c,네. 일시불로 해주세요,구매 목록
s,일시불로 할까요?,구매 목록
c,네,구매 목록
c,카드 할부도 되나요?,구매 목록
s,카드 할부도 가능해요 몇 개월로 해 드릴까요?,구매 목록
c,삼개월로 해주세요,구매 목록
s,할부로 하세요?,구매 목록
c,아니요 일시불로 해주세요,구매 목록
c,할부 몇 개월 해드릴까요?,구매 목록
s,몇 개월까지 무이자죠?,구매 목록
c,오개월까지 가능하십니다,구매 목록
c,할부 몇 개월 해드릴까요?,구매 목록
s,할부 가능해요?,구매 목록
c,육개월까지 가능하십니다,구매 목록
c,카드 할부도 되나요?,구매 목록
s,카드 할부도 가능해요. 몇 개월로 드릴까요?,구매 목록
c,삼개월로 해주세요,구매 목록
s,결제는 어떻게 할까요?,구매 목록
c,일시불로 해주세요,구매 목록
s,결재 했습니다 카드 받으세요,구매 목록
s,카드 영수증도 받으시고,구매 목록
c,무이자 할부로 살 수 있습니까?,구매 목록
s,삼성카드 무이자 할부 가능한데 해 드릴까요?,구매 목록
c,네 그런데 무이자 할부 몇 개월까지 되나요?,구매 목록
s,삼 개월 육개 월 십이 개월 됩니다 몇 개월 할부로 하시겠어요?,구매 목록
c,삼 개월로 적용해 주세요,구매 목록
s,할부 해 드릴까요?,구매 목록
c,네 6개월 할부 해주세요,구매 목록
s,할부해드릴까요?,구매 목록
c,아니요,구매 목록
c,보내고 보여드리면 되죠?,구매 목록
s,네,구매 목록
s,상품권도 하시는데 결제액에서 빼드릴까요?,구매 목록
c,네,구매 목록
s,할부 필요하세요?,구매 목록
c,아뇨 어차피 재결제 할꺼니까 그냥할게요,구매 목록
c,결제는 어떻게 하시겠어요?,구매 목록
s,카드로 결제할 거예요,구매 목록
s,할부해드려요?,구매 목록
c,네,구매 목록
s,몇개월이요,구매 목록
c,3개월 해주세요,구매 목록
s,할부해드려요?,구매 목록
c,네 3개월로 해주세요,구매 목록
s,할부해드려요?,구매 목록
c,네 3개월로 해주세요,구매 목록
c,나머지 차액은 어떻게 결제해드려야 할까요?,구매 목록
s,상품 받고 추가 금은 문자로 계좌 안내해드릴게요.,구매 목록
c,41번 상품 버클이 5개인데 선택하는 탭이 없는 게 어떻게 합니까?,구매 목록
s,주문 후 버클 말씀해 주세요.,구매 목록
c,제가수선해서 입을 게요 계좌번호 말씀드리면 될까요?,구매 목록
s,남겨주시면 확인 후 송금처리해드릴게요.,구매 목록
c,수량 체크한 게 아닌데요 색상 선택을 두개 하니까 더블 금액이 나와요. 그럼 컬러는 한 가지로 두개가 옴?,구매 목록
s,옵션 구성을 다시 한 번 보셔야 되실 듯 싶으세요 색상 각각 선택이 아닌 2가지 색상 구성품을 참고하시고 주문해 주시면 되세요.,구매 목록
c,42인치 빅사이즈로 주문하려면 어떻게 하나요?,구매 목록
s,40인치까지 가능합니다. 120센티입니다.,구매 목록
c,원하는 제품이랑 27번을 어떻게 같이 구매하나유?,구매 목록
s,장바구니에 담아 한 번에 결제하시면 됩니다.,구매 목록
c,브라는 80C 로 팬티는 90으로 주문할수 있나여?,구매 목록
s,세트 상품이라 팬티 사이즈 변경은 어려우 신점 안내해 드립니다.,구매 목록
c,팬티만 따로 재구매하고 싶은데 어디서 재구매하면 되?,구매 목록
s,브라나 팬티만 따로 구매가 불가능합니다.,구매 목록
c,어떻게 구매하면 되겠습니까?,구매 목록
s,문의하신 그레이+네이비 2xL 상품 구매 가능하도록 변경해 드렸습니다 확인 후 구매하여 주시기 바랍니다.,구매 목록
c,L사이즈를 구입하려고 하는데 어떻게 해야 하지요?,구매 목록
s,저희 다니러브 홈페이지에서 구매해 주셔야 할 것 같으세요.,구매 목록
c,운동할 때 입으려고 여러 장 구매하고 싶은데 한 장 밖에 주문이 안 되네요 여러 장 구매 방법이 없쥬?,구매 목록
s,저희 판매관리 시스템에서는 100장으로 설정되어 잇습니다 여러 장 구매가 안 되시는 것은 선택이 잘못되신 듯합니다.,구매 목록
c,그럼 이전거 취소하고 다시 해주시는거죠?,구매 목록
s,네,구매 목록
c,갑자기 취소요청이라고 와서 취소 철회했는데 괜찮은 거죠?,구매 목록
s,고객님의 주문 정보가 확인되지 않아 원활한 상담이 어렵습니다.,구매 목록
c,오늘 새벽에 구매했는데 오늘 상품 품절 사유로 취소요청 문자 왔는데 맞니?,구매 목록
s,죄송합니다 환불부탁드려요.,구매 목록
c,취소 처리되었쥬?,구매 목록
s,취소 처리된 걸로 확인되고 있어요. 배송팀에 확인하여 빠른 답변 드릴게요.,구매 목록
c,취소 신청 언제되고 돈 언제 주시?,구매 목록
s,요청하신 대로 취소 처리했어요.,구매 목록
s,네 원래는 안되는데 제가 너무 죄송해서요 괜찮으세요?,구매 목록
c,그러면 그렇게 할게요,구매 목록
s,네 원래는 안되는데 제가 너무 죄송해서요 괜찮으세요?,구매 목록
c,그러면 그렇게 할게요,구매 목록
s,아 네  데스크에서 결제 도와드릴게요,구매 목록
s,결제 방법은 어떤 걸로 해 드릴까요,구매 목록
c,카드,구매 목록
s,어 혹시 할부 하시나요,구매 목록
c,네 2개월로 해주세요,구매 목록
s,알겠습니다 결제완료 되셨 구요,구매 목록
s,무이자되는 카드가 이렇거든요,구매 목록
c,이 카드 있어요,구매 목록
s,삼개월 무이자예요,구매 목록
c,삼개월 할부 할께요,구매 목록
c,저 이거 삼개월로 할게요,구매 목록
s,가능합니다 삼개월로,구매 목록
c,삼개월로 네,구매 목록
s,네 할부로,구매 목록
s,일시불로 결재했구요,구매 목록
c,네,구매 목록
c,정말요?,구매 목록
s,네,구매 목록
c,아그럼 원래가격이요,구매 목록
s,네,구매 목록
s,이십삼만구천원에서 이십프로할인 들어가는거예요 십만원 후반대 보시면 돼겠네요,구매 목록
c,십구만원 이십만원하겠네요,구매 목록
c,십프로요?,구매 목록
s,예 십프로 정도 가능하고요 그리고 사실은 볼륨이 좀 커지면 좀 더 할 수 있는데,구매 목록
c,"헉, 칠만원인데 거기에서 더 되요?",구매 목록
s,네네 장수가 있고 하니까,구매 목록
s,신상품 30%나 해드린건데,구매 목록
c,조금더 할인 해주시면 살게요,구매 목록
c,오 이거 세일 많이 들어갔네요,구매 목록
s,지금 하셔야 이 가격에 살 수 있어요,구매 목록
s,이 제품은 캐시미어가 오십프로인데 가격이 많이 내려갔어요,구매 목록
c,그래요?,구매 목록
s,모두 합해서 이십사만원이네요. 정가로 했으면 거의 육십만원인데,구매 목록
c,정가가 너무 비싸요,구매 목록
s,무이자되는 카드가 이렇거든요,구매 목록
c,이 카드 있어요,구매 목록
s,무이자 몇개월로 할까요?,구매 목록
c,3개월이요,구매 목록
c,오 감사합니다 덕분에 싸게 샀네요,구매 목록
s,감사합니다 참 이거 사은품 하나 드릴께요,구매 목록
c,오 가격이 많이 다운된건가요?,구매 목록
