발화자,발화문,인텐트
c,지성이 심한 피부라서 유분기가 매우 적은 제품을 찾고 있는데 어떤게 있을까요?,상품 추천
s,어성초에서 나온 저 자극성 로션이 지성 전용으로 나와서 유분기가 많이 없습니다.,상품 추천
c,"씻어내고 난 후에, 촉촉한 클렌징폼으로 추천해 주세요.",상품 추천
s,"네, 클렌징폼 중에 촉촉한 걸로 추천해 드릴게요.",상품 추천
c,50대 여자분 선물로 드릴 블라우스 추천 좀 부탁드려요.,상품 추천
s,그 나이대 여성분들은 이런 디자인을 선호하세요.,상품 추천
c,무게가 가장 가벼운 란제리 브랜드로 보여주세요.,상품 추천
s,네. 비비안이나 비너스 제품이 가벼워서 제일 많이 추천드리고 있습니다.,상품 추천
c,10만원 내외로 요즘 인기 좋은 핸드백 추천 바랍니다.,상품 추천
s,무난하게 들기에 좋아 이 핸드백을 추천합니다.,상품 추천
c,아이브로우 제 머리에 어울리는 색으로 좀 골라 주세요.,상품 추천
s,"잠시만요, 아이브로우 잘 어울릴 색으로 가져다 드릴게요.",상품 추천
c,커플링으로 인기가 많은 디자인을 추천 해주시면 감사하겠습니다.,상품 추천
s,커플링은 이번에 새로나온 상품이 가장 인기 있습니다.,상품 추천
c,선물용으로는 어떤 모자가 좋을지 추천 부탁해요.,상품 추천
s,선물용으로는 방울 달린 모자가 좋습니다.,상품 추천
c,알러지 덜한 귀걸이 추천해 주세요.,상품 추천
s,"네, 금 귀걸이 추천해드릴게요.",상품 추천
c,입술이 건조한 사람이 바르는 립스틱 추천 부탁드릴게요.,상품 추천
s,립글로스가 더 좋으실 것 같습니다.,상품 추천
c,한복에 어울리는 귀걸이 추천해주세요.,상품 추천
s,네. 요즘에 잘 나가는 진주 귀걸이 추천해드려요.,상품 추천
c,아이가 처음 브래지어를 하는데 좀 부드러운 제품으로 추천 좀 해주실래요?,상품 추천
s,"네, 부드러운 제품으로 추천해드릴게요. ",상품 추천
c,브라운톤으로 추천 몇 가지 좀 받을 수 있나요?,상품 추천
s,네 잠시만요.,상품 추천
c,출근용 치마 단정한 것 좀 보여주세요.,상품 추천
s,이쪽 미디기장 H라인 스커트 추천드릴게요.,상품 추천
c,기초 라인 중에 진정 효과 있는 걸로 추천 좀 해 주세요.,상품 추천
s,이 브랜드에서 출시한 티트리 라인이 진정 효과로 인기가 많아요.,상품 추천
c,특이한 디자인의 목걸이 좀 볼 수 있을까요?,상품 추천
s,이 목걸이가 조금 특이합니다.,상품 추천
c,하객룩으로 입을 원피스 추천해주세요.,상품 추천
s,이 꽃무늬 원피스 입어보세요.,상품 추천
c,지성이 심한 피부라서 유분기가 매우 적은 제품을 찾고 있는데 어떤게 있는지 추천 좀 부탁드릴게요.,상품 추천
s,지성 피부이시면 어성초 저 자극성 로션을 추천드립니다.,상품 추천
c,할아버지께 선물로 드리려고 하는데 따뜻한 모자로 보여 주세요.,상품 추천
s,이게 따뜻하면서 어르신들께서 좋아하시는 디자인입니다.,상품 추천
c,청바지 입었을 때 다리가 가늘어 보이는 제품으로 추천 부탁해요.,상품 추천
s,청바지 중 진한 색상으로 입어 보십시오.,상품 추천
c,립스틱 잘 팔리는 걸로 보여주실래요?,상품 추천
s,"네, 인기 있는 제품으로 보여드릴게요.",상품 추천
c,신혼부부에게 선물하기 좋은 파자마 추천해주세요.,상품 추천
s,"네, 선물하기 좋은 파자마 추천해드릴게요.",상품 추천
c,50대 어르신이 착용할 건데 스카프 좀 추천해주세요.,상품 추천
s,어르신이 착용하시기에 이 스카프가 괜찮습니다.,상품 추천
c,요가복 좋은 것으로 골라주세요.,상품 추천
s,이 브랜드에서 나온 요가복을 추천드릴게요.,상품 추천
c,20대가 써도 티가 많이 안 나는 가발도 좀 볼 수 있을까요?,상품 추천
s,"네, 티가 많이 안 나는 가발로 준비해서 보여드릴게요.",상품 추천
c,립스틱 매트한 거 추천 좀 해 주세요.,상품 추천
s,매트한 것들 중에선 이 계열이 잘 나가요.,상품 추천
c,묶기 편한 헤어밴드 추천 좀 해주세요.,상품 추천
s,"네, 곱창 밴드 추천드립니다.",상품 추천
c,요가복 사고 싶은데 요즘은 어떤 제품이 인기 많은지 궁금해요.,상품 추천
s,요즘은 이쪽에 진열된 요가복이 인기 많습니다.,상품 추천
c,"닦아내고 난 후에, 촉촉함을 느낄 수 있는 클렌징폼으로 추천해 주십시오.",상품 추천
s,"네, 촉촉한 느낌이 있는 클렌징폼으로 추천해 드릴게요.",상품 추천
c,이 둘 중에 고민중인데 저랑 잘 어울리는 걸로 추천 부탁드려요.,상품 추천
s,저는 왼쪽 제품이 더 잘 어울리시는 것 같아요.,상품 추천
c,결혼식에 입고 갈 원피스 좀 골라주세요.,상품 추천
s,"네, 이 원피스가 제일 인기많은 제품이에요.",상품 추천
c,아이랑 같이 입을 후드를 구매하고 싶은데 추천해주실 제품이 있을지요?,상품 추천
s,이 후드면 같이 착용하기 좋겠네요.,상품 추천
c,인기많은 쇼퍼백 추천해주실 수 있나요?,상품 추천
s,네. 체크무늬가 가장 인기가 많아요.,상품 추천
c,샌들은 맨발로 신는데 밑바닥이 너무 미끄럽지 않은 제품으로 보여주세요,상품 추천
s,네. 요청하시는 부분에 맞는 제품 보여드릴게요,상품 추천
c,버킷햇 좀 더 나이 있는 분들이 쓰실만한 걸로 보여주세요.,상품 추천
s,네 알겠습니다 잠깐 기다려주세요.,상품 추천
c,고등학생 딸이 학원갈 때 들고 다니려고 하는데 괜찮은 가방 좀 추천해 주세요.,상품 추천
s,그 제품 보다 학생들은 이 메신저백을 많이 선호해요.,상품 추천
c,피지제거에 좋은 클렌징 제품은 어떤 게 좋을까요?,상품 추천
s,클렌징오일이 피지 제거에 도움이 많이 돼요.,상품 추천
c,여성분들이 선호하는 향수로 소개해 주세요.,상품 추천
s,여성분들이 선호하는 제품으로 랑방 에끌라 드 아르페쥬가 있습니다.,상품 추천
c,반지 선물할 건데 인기 있는 디자인 추천 좀 해주세요.,상품 추천
s,이 반지 추천해 드려요.,상품 추천
c,다리가 가늘어 보이는 청바지 좀 골라주세요.,상품 추천
s,이 청바지 입으면 다리가 가늘어 보입니다.,상품 추천
c,입었을 때 편안한 속옷으로 추천해주세요.,상품 추천
s,편안한 속옷으로 브라렛을 추천드립니다.,상품 추천
c,통풍이 잘 되는 레깅스 추천해주시겠어요?,상품 추천
s,"네, 통풍이 잘 되는 레깅스 추천해드리겠습니다.",상품 추천
c,땀을 흘려도 지워지지 않는 선크림으로 추천해 주세요.,상품 추천
s,"네, 땀을 흘려도 지워지지 않는 선크림으로 추천해 드릴게요.",상품 추천
c,제 피부색에 맞는 파운데이션 골라주실 수 있어요?,상품 추천
s,"네, 조금 밝은 톤으로 보여드리겠습니다.",상품 추천
c,30만원대 코트 추천해주세요.,상품 추천
s,캐시미어코트가 있습니다.,상품 추천
c,20만 원 안쪽으로 선물 포장하기 좋은 물건 있으면 추천해 주세요.,상품 추천
s,이 제품이 20만 원 안넘고 가장 잘 나가요.,상품 추천
c,눈 시리지않는 마스카라 추천해주세요.,상품 추천
s,이 제품이 저자극이라 눈이 시리지 않아요.,상품 추천
c,어린이 비옷 가벼운 걸로 추천해주세요.,상품 추천
s,"네, 이 제품이 가볍고 입고벗기 좋습니다.",상품 추천
c,이 컨실러에 사용할 수 있는 브러쉬 좀 추천해 주실 수 있나요?,상품 추천
s,"네, 해당 제품과 같은 브랜드에서 나온 브러쉬 사용하시면  좋습니다.",상품 추천
c,새로나온 안경테 중에 제일 인기많은거 추천 해주실 수 있나요?,상품 추천
s,무게가 가벼운 티타늄 소재의 안경테를 추천드려요.,상품 추천
c,링클프리 팬츠 비슷한거 추천해주실 수 있나요?,상품 추천
s,네. 베이지색 면바지를 추천해드려요.,상품 추천
c,하얀 피부에게 잘 맞는 파운데이션 추천해 주실 수 있죠?,상품 추천
s,"네, 이 파운데이션이 하얀 피부에게 잘 맞는 제품입니다.",상품 추천
c,선크림 중에 백탁현상이 없는 걸로 추천 좀 해주시겠어요?,상품 추천
s,여기에 진열된 상품으로 한번 발라 보세요.,상품 추천
c,원피스 화사한 것 으로 보여주실래요?,상품 추천
s,"네, 말씀하신 것 으로 보여드릴게요.",상품 추천
c,제 아이가 10대인데 그 아이가 입기 편한 속옷 추천 부탁드립니다.,상품 추천
s,이 제품이 10대에게 가장 인기가 많고 편한 제품입니다.,상품 추천
c,세미 부츠컷 데님 바지 추천해주세요.,상품 추천
s,브러시드 데님 바지 추천드려요.,상품 추천
c,"미샤 핸드크림, 향기 독하지 않은걸로 추천 부탁드릴께요.",상품 추천
s,첫눈에쏙 제품이 비누향 비슷하고 독하지 않아요.,상품 추천
c,40대 여자분 스카프 선물할 건데 추천해주실 수 있나요?,상품 추천
s,이 제품이 무늬가 우아하고 촉감이 부드러워서 선물하시기 좋을 거예요.,상품 추천
c,생얼처럼 자연스럽게 바를 수 있는 비비크림 추천해 주세요.,상품 추천
s,톤업 비비크림이 자연스럽게 바르실 수 있는 비비크림입니다.,상품 추천
c,결혼 1주년 기념 와이프 선물로 보고 있는데 팔찌 추천 좀 해주실래요?,상품 추천
s,판도라 모먼트 스네이크 체인을 추천해드립니다.,상품 추천
c,간절기에 입을 만한 자켓 추천해주세요.,상품 추천
s,"네, 간절기에 입을 만한 자켓 추천해드릴게요.",상품 추천
c,트러블에 좋은 클렌징 제품은 어떤 것이 있을까요?,상품 추천
s,트러블 잠재우면서 자극적이지 않은 제품으로 몇 가지 준비해 드리겠습니다.,상품 추천
c,커플링으로 인기가 많은 디자인을 추천 해주실 수 있나요?,상품 추천
s,커플링은 이번에 새로나온 상품이 가장 인기가 있어요.,상품 추천
c,면도로 피부가 자주 상하는 사람이 쓰기 편한 제품이 어떤건지 추천해 주세요.,상품 추천
s,피부에 자극이 덜 가고 보습이 좋은 제품으로 추천해 드릴게요.,상품 추천
c,얼굴 작아보이는 벙거지 모자 좀 추천해주세요.,상품 추천
s,코튼 베이직 버킷햇 벙거지 모자를 추천해드립니다.,상품 추천
c,수분크림 중에서 인기 많은 제품 좀 추천해 주실 수 있나요?,상품 추천
s,"네, 인기 많은 제품으로 보여드리겠습니다.",상품 추천
c,롱패딩 제일 인기많은 걸로 보여주세요.,상품 추천
s,"네, 롱패딩 제일 인기많은 제품으로 보여드릴게요.",상품 추천
c,남자 지갑을 선물하려고 하는데 괜찮은 걸로 추천 부탁드려요.,상품 추천
s,"네, 선물용으로 괜찮은 지갑 추천해 드릴게요.",상품 추천
c,어떤 제품이 주름 개선에 좋은지 골라주실 수 있나요?,상품 추천
s,주름 개선에 좋은 성분이 많은 제품으로 보여드릴게요.,상품 추천
c,어르신들이 즐겨 찾으시는 화장품 세트 추천해주세요.,상품 추천
s,어르신들이 자주 찾으시는 화장품 세트는 기본 화장품 세트입니다.,상품 추천
c,숨쉬기에 편한 마스크는 어떤 게 있나요?,상품 추천
s,숨쉬는 데 불편함이 적은 마스크로 추천해 드리겠습니다.,상품 추천
c,지성피부에 좋은 스킨은 어떤 것이 있을까요?,상품 추천
s,지성피부에는 블루베리 리밸런싱 스킨이 성분이 좋습니다.,상품 추천
c,이 기모멜빵바지와는 어울리는 셔츠를 좀 보여주시겠어요?,상품 추천
s,여기 있는 하얀색 티셔츠가 좋을 것 같아요.,상품 추천
c,30대 남자에게 어울리는 향수 좀 추천해 주실래요?,상품 추천
s,요새 옴니아 아메시스트를 그 연령대에서 많이 사 가십니다.,상품 추천
c,예민한 피부에 사용할 수 있는 리무버 제품도 추천 부탁드립니다.,상품 추천
s,눈에 들어가도 순한 성분으로 만들어진 제품으로 추천드릴게요.,상품 추천
c,할아버지 선물 드릴 건데 70대 어르신이 쓰실 따뜻한 모자 좀 보여주세요.,상품 추천
s,이게 따뜻하고 어르신들한테 인기 좋은 디자인이에요.,상품 추천
c,"제가 민감성 피부 타입인데, 로션 중에서 순한 제품으로 추천해 주실 수 있죠?",상품 추천
s,가장 순한 제품은 어성초에서 나온 저 자극성 로션입니다.,상품 추천
c,튜브형 립밤 중에 휴대성 좋은 거 추천해 주세요.,상품 추천
s,카멕스 립밤 추천해 드립니다.,상품 추천
c,군대에 있는 아들에게 전자시계 선물해줄건데 튼튼한 걸로 추천해주세요,상품 추천
s,카시오 전자시계 추천드립니다.,상품 추천
c,"남자친구 입사 선물로 살 건데, 20대 후반 남자 벨트 좀 추천받을 수 있을까요?",상품 추천
s,데일리 시크 블랙 벨트를 추천해 드립니다.,상품 추천
c,아빠한테 선물할 로션 추천해주실 수있어요?,상품 추천
s,이쪽 한방화장품 라인이 좋으실 것 같습니다.,상품 추천
c,초등학생 딸이 입을만한 브라 좀 골라주세요.,상품 추천
s,"네, 와이어가 없는 골지소프트 브라탑을 추천해드립니다.",상품 추천
c,친구 결혼식 때 입을 만한 투피스 좀 골라주세요.,상품 추천
s,"네, 예쁜 투피스로 골라드릴게요.",상품 추천
c,성인 여드름에 좋은 기초 제품 좀 골라주세요.,상품 추천
s,"네, 성인여드름에 좋은 제품 여기 있습니다.",상품 추천
c,좀 특이한 선글라스 스타일로 보여주세요.,상품 추천
s,네. 유니크한 스타일로 보여드릴게요,상품 추천
c,청바지 물빠짐 없는 제품으로 추천부탁드립니다.,상품 추천
s,할인 중인 청바지 추천해요.,상품 추천
