,SPEAKER,SENTENCE,MAIN
13443,점원,원래 이 옷이 그래요,의류 문의
13444,고객,겉옷은 뭐가 잘나가요?,의류 문의
13445,점원,이 옷도 가볍게 입기도 좋아요,의류 문의
13446,고객,이 옷은 받쳐입기 많이 힘들겠네요,의류 문의
13447,점원,"이 옷으로 받쳐입을 땐, 머플러 두르세요",의류 문의
13448,고객,이 옷 소재가 뭐예요?,의류 문의
13449,점원,그 옷 소재가 인조 펄이요,의류 문의
13450,고객,이 옷은 가볍게 입을 수 있나요?,의류 문의
13451,점원,"네, 평상시 입으셔도 돼요",의류 문의
13452,고객,어떤 옷이 핸드메이드 제품인가요?,의류 문의
13453,점원,이 제품이에요,의류 문의
13454,고객,이런 옷이 인조퍼죠?,의류 문의
13455,점원,네,의류 문의
13456,고객,저런 옷은 얼마예요?,의류 문의
13457,점원,저런 옷은 십 오만 원이에요,의류 문의
13458,고객,그 가격이 세일 된 가격이에요?,의류 문의
13459,점원,이 가격은 정가예요,의류 문의
13460,고객,본래 이래 비싸요?,의류 문의
13461,점원,"네, 그냥 무스탕 자켓도 십만 원 넘어가요",의류 문의
13462,고객,이 제품 살구색인가요?,의류 문의
13463,점원,이 제품은 좀 어두운 인디안 핑크예요,의류 문의
13464,고객,요 제품이랑 한 세트인가요?,의류 문의
13465,점원,네,의류 문의
13466,고객,요 제품은 색깔이 뭐예요?,의류 문의
13467,점원,그 제품 색깔은 인디안 핑크예요,의류 문의
13468,고객,이 제품은 세트상품이에요?,의류 문의
13469,점원,네,의류 문의
13470,고객,세트상품은 따로 살 수 없어요?,의류 문의
13471,점원,네,의류 문의
13472,고객,이 세트는 얼만데요?,의류 문의
13473,점원,그 세트가 29만 9천 원이에요,의류 문의
13474,고객,그 가격이 세일 된 가격이에요?,의류 문의
13475,점원,네,의류 문의
13476,고객,66사이즈면 저한테 맞을까요?,의류 문의
13477,점원,네,의류 문의
13478,고객,이 옷 그레이색깔은 어딨어요?,의류 문의
13479,점원,제가 한 번 찾아볼게요,의류 문의
13480,고객,이 제품 충전재는 뭐예요?,의류 문의
13481,점원,그 제품 충전재가 거위털이요,의류 문의
13482,고객,이 제품 오십프로 할인 됐나요?,의류 문의
13483,점원,"네, 원단 자체가 좋은 옷감이어서요",의류 문의
13484,고객,이 옷 말고 잘나가는 옷이 뭐예요?,의류 문의
13485,점원,저 옷도 좋아요,의류 문의
13486,고객,이 옷 66사이즈는 없는 거예요?,의류 문의
13487,점원,"네, 주문하시면 돼요",의류 문의
13488,고객,요 옷은 색상이 하나뿐인가요?,의류 문의
13489,점원,그 옷은 블랙이랑 그에도 있어요,의류 문의
13490,고객,이 옷도 구스다운인가요?,의류 문의
13491,점원,네,의류 문의
13492,고객,이 깃털은 소재가 뭐예요?,의류 문의
13493,점원,그 깃털 소재는 밍크예요,의류 문의
13494,고객,저 핑크색 패딩은 얼마예요?,의류 문의
13495,점원,저 패딩은 구만 구천원이에요,의류 문의
13496,고객,다른색상 패딩은 없어요?,의류 문의
13497,점원,블랙 패딩 있어요,의류 문의
13498,고객,이 옷은 충전재가 뭐예요?,의류 문의
13499,점원,그 옷 충전재가 오리털이에요,의류 문의
13500,고객,오리털 충전재는 사이로 빠지지 않나요?,의류 문의
13501,점원,털 빠지긴 빠지는 많이는 빠지지 않아요,의류 문의
13502,고객,이 패딩 저한테 맞는 사이즈는 있어요?,의류 문의
13503,점원,네,의류 문의
13504,고객,요 옷은 색상이 하나뿐인가요?,의류 문의
13505,점원,그 색이랑 블랙이랑 두 가지예요,의류 문의
13506,고객,이 옷은 남색이죠?,의류 문의
13507,점원,"네, 네이비고 요 옷은 챠콜이에요",의류 문의
13508,고객,좀 젊어보이게 입으려면 어떤 색깔이 나아요?,의류 문의
13509,점원,블랙이 젊어보여요,의류 문의
13510,고객,이건 블랙도 아니고 챠콜?,의류 문의
13511,점원,네,의류 문의
13512,고객,충전재가 거위털이네요,의류 문의
13513,점원,네,의류 문의
13514,고객,아니 구스가 오리털보다 보온성이 더 좋아요?,의류 문의
13515,점원,"네, 더 좋아요",의류 문의
13516,고객,이 옷이 보온성이 좋아요?,의류 문의
13517,점원,그 옷이 두툼하고 따뜻해요,의류 문의
13518,고객,이 옷은 따뜻한가요?,의류 문의
13519,점원,"이 옷은 일반 폴리 솜이라, 별로 따뜻하지 않아요",의류 문의
13520,고객,이 옷 가격이 구만 구천 원이에요?,의류 문의
13521,점원,네,의류 문의
13522,고객,이 옷 색상은 회색 하나인가요?,의류 문의
13523,점원,그 옷 검정색도 있어요,의류 문의
13524,고객,이 옷 소재는 뭐예요?,의류 문의
13525,점원,"그 제품, 캐시랑 폴이랑 칠대 삼으로 섞였어요",의류 문의
13526,고객,이 옷 사이즈는 어떻게 되나요?,의류 문의
13527,점원,"그 옷 55, 66으로 나와요",의류 문의
13528,고객,이 옷은 원사이즈인가요?,의류 문의
13529,점원,그 옷 사이즈 많아요,의류 문의
13530,고객,그 옷 한 번 입어 볼 수 있어요?,의류 문의
13531,점원,네,의류 문의
13532,고객,이 옷은 사이즈가 어떻게 되나요?,의류 문의
13533,점원,이 옷은 55 사이즈예요,의류 문의
13534,고객,요 옷은 얼마예요?,의류 문의
13535,점원,현금가로 삼십 구만 팔천 원이에요,의류 문의
13536,고객,이 가격이 현금가인가요?,의류 문의
13537,점원,네,의류 문의
13538,고객,55 사이즈는 저한테 작을까요?,의류 문의
13539,점원,원래 사이즈가 뭐세요?,의류 문의
13540,고객,66 입는데,의류 문의
13541,점원,원래 66이면 66사이즈 입으셔야 해요,의류 문의
13542,고객,이 옷은 날씬하게 못 입을까요?,의류 문의
13543,점원,이 옷은 약간 빵빵하게 입어야 해요,의류 문의
13544,고객,이 옷 얼마예요?,의류 문의
13545,점원,이 옷 삼십 구만 팔천 원이에요,의류 문의
13546,고객,이 옷은 지금 입을 수 있을까요?,의류 문의
13547,점원,이 옷은 한겨울에 입기엔 추워요,의류 문의
13548,고객,저 밖에 걸린 옷은 옷마다 가격 달라요?,의류 문의
13549,점원,네 따로 다 가격이 붙어 있어요,의류 문의
13550,고객,요 진회색 제품이 뭐죠?,의류 문의
13551,점원,진회색 케이프에요,의류 문의
13552,고객,이 옷은 얼마예요?,의류 문의
13553,점원,이 옷은 팔만 오천원이에요,의류 문의
13554,고객,이 소재가 울이에요?,의류 문의
13555,점원,"이 소재는 울, 캐시, 나일론이 섞였어요",의류 문의
13556,고객,이 옷이 얼마예요?,의류 문의
13557,점원,그 옷 팔만 오천 원이에요,의류 문의
13558,고객,색깔은 요 하나뿐인가요?,의류 문의
13559,점원,연베이지 색깔이 있었는데 나갔어요,의류 문의
13560,고객,이 옷 원사이즈예요?,의류 문의
13561,점원,네,의류 문의
13562,고객,저 밖에 세일 하는건 작년 옷이에요?,의류 문의
13563,점원,겨울 옷이랑 잡다하게 저희가 그냥 세일 하는 거예요,의류 문의
13564,고객,요 밑에 요 옷은 그냥 가짜 털이에요?,의류 문의
13565,점원,진짜 털이에요,의류 문의
13566,고객,울도 털이 두 가지 종류네?,의류 문의
13567,점원,네,의류 문의
13568,고객,이 옷은 얼마예요?,의류 문의
13569,점원,그 옷은 삼십만 원이에요,의류 문의
13570,고객,보통 현금 하면 더 싸게 해주는데?,의류 문의
13571,점원,원래 사십 팔던거 할인한 거라가지고요,의류 문의
13572,고객,여기 다 봄옷이예요?,의류 문의
13573,점원,네,의류 문의
13574,고객,겨울 옷 얼마나 있나요?,의류 문의
13575,점원,어떤 옷 찾으세요?,의류 문의
13576,고객,겨울옷은 세일이고 봄옷은 세일 안하고,의류 문의
13577,점원,네,의류 문의
13578,고객,바지가 근데 이렇게 다 짧게 나와요?,의류 문의
13579,점원,손님께는 짧지 않을 거예요,의류 문의
13580,고객,이런 옷은 얼마예요?,의류 문의
13581,점원,이 옷은 사만 오천 원이에요,의류 문의
13582,고객,이런 신발은 얼마예요?,의류 문의
13583,점원,그 신발은 오만 팔천 원이에요,의류 문의
13584,고객,"이 옷, 봄옷이에요?",의류 문의
13585,점원,네,의류 문의
13586,고객,이런 조끼는 얼마예요?,의류 문의
13587,점원,이 조끼 구만 구천 원이에요,의류 문의
13588,고객,이 옷 사이즈가 99 사이즈인가요?,의류 문의
13589,점원,이 옷은 66 사이즈예요,의류 문의
13590,고객,이런 옷은 얼마예요?,의류 문의
13591,점원,그 제품은 칠만 구천 원이에요,의류 문의
13592,고객,이런 티셔츠 종류는 더 없어요?,의류 문의
13593,점원,무지 티셔츠도 있어요,의류 문의
13594,고객,이제 겨울 옷을 다 나갔나요?,의류 문의
13595,점원,네,의류 문의
13596,고객,이 옷은 겨울용인가요 봄용인가요?,의류 문의
13597,점원,그 옷은 봄 신상이에요,의류 문의
13598,고객,이 옷들은 다 봄 옷인가요?,의류 문의
13599,점원,네,의류 문의
13600,고객,원래 2월달까지는 겨울 아니예요?,의류 문의
13601,점원,그렇기는 한데 원래 옷가게 기준으로는 빨리 바뀌어서요,의류 문의
13602,고객,이 옷은 얼마예요?,의류 문의
13603,점원,이 옷은 이만 오천 원이에요,의류 문의
13604,고객,이 옷도 봄옷이에요?,의류 문의
13605,점원,네 다 봄옷이에요,의류 문의
13606,고객,요즘은 유행이 되게 단순하게 많이 나가죠?,의류 문의
13607,점원,"네, 요즘에는 되게 단정하고 차분한 스타일을 많이 찾으세요",의류 문의
13608,고객,이런 원피스에는 자켓이 엉덩이가 짧은데 좀 긴 거를 입고 싶으면 어떻게 해야돼요?,의류 문의
13609,점원,안에 니트를 긴 거를 입거나 아니면 와이셔츠를 엉덩이 반기장 정도 오는 거를 입어주시면 돼요,의류 문의
13610,고객,블라우스나 티셔츠 같은거는 얼마부터 있어요?,의류 문의
13611,점원,대부분 블라우스는 팔만원이나 십만원대로 있어요,의류 문의
13612,고객,이런 스카프는 얼마예요?,의류 문의
13613,점원,그 스카프는 팔만 오천원이요,의류 문의
13614,고객,이런 옷은 얼마예요?,의류 문의
13615,점원,그 옷은 십이만 팔천 원이에요,의류 문의
13616,고객,지금 봄옷은 이르지 않나요?,의류 문의
13617,점원,지금 봄옷 입기 괜찮아요,의류 문의
13618,고객,요즘 유행하는 색깔이 뭐예요?,의류 문의
13619,점원,요즘 파스텔 톤이 유행이에요,의류 문의
13620,고객,구제는 뭐예요?,의류 문의
13621,고객,구제 옷도 있네요?,의류 문의
13622,고객,구제품은 다 세탁해서 나온 거예요?,의류 문의
13623,고객,이건 다 세탁이 된 거죠?,의류 문의
13624,고객,구제품은 세탁해서 파시는 건가요?,의류 문의
13625,고객,구제품은 다 세탁해서 나오는 거겠죠?,의류 문의
13626,고객,카드로 결제하면 부가세 별도에요?,의류 문의
13627,고객,카드는 부가세 별도로 붙나요?,의류 문의
13628,고객,카드 결제하면 부가세 추가되나요?,의류 문의
13629,고객,카드로 하면 부가세 붙어요?,의류 문의
13630,고객,포인트 적립되는 거 뭐 있어요?,의류 문의
13631,고객,이거 적립되죠?,의류 문의
13632,고객,몸에 딱 붙는 옷인가요?,의류 문의
13633,고객,몸에 딱 붙는 티셔츠 있어요?,의류 문의
13634,고객,원피스 중에 몸에 딱 붙는 건 없어요?,의류 문의
13635,고객,할인 코너는 어디에요?,의류 문의
13636,고객,할인 코너는 어디에 있어요?,의류 문의
13637,고객,할인 코너는 따로 없어요?,의류 문의
13638,고객,할인 코너는 어느 쪽에 있나요?,의류 문의
13639,고객,영업은 매일 하시나요?,의류 문의
13640,고객,내일도 영업해요?,의류 문의
13641,고객,매일 영업하시는 건가요?,의류 문의
13642,고객,내일도 영업하시죠?,의류 문의
13643,고객,카드가로 얼마예요?,의류 문의
13644,고객,카드로 결제하면 얼만데요?,의류 문의
13645,고객,카드로 하면 얼마예요?,의류 문의
13646,고객,이 티셔츠는 엉덩이까지 내려오나요?,의류 문의
13647,고객,바지 길이가 좀 짧아 보이는데요?,의류 문의
13648,고객,이 원피스는 무릎까지 내려올까요?,의류 문의
13649,고객,요새 입을 만한 옷으로 뭐가 좋을까요?,의류 문의
13650,고객,원피스 중에 잘 나가는 걸로 몇 개 추천해주실래요?,의류 문의
13651,고객,이거 국산이에요?,의류 문의
13652,고객,중국에서 만든 거예요?,의류 문의
13653,고객,이거보다 저렴한 거로 보여주세요,의류 문의
13654,고객,5만 원 이하로는 없어요?,의류 문의
13655,고객,20만 원 정도 하는 건 없나요?,의류 문의
13656,고객,이거보다 한 사이즈 더 큰 걸로 주세요,의류 문의
13657,고객,여기 말고 근처에 다른 옷 가게 또 있어요?,의류 문의
13658,고객,근처에 신발 가게 있나요?,의류 문의
13659,고객,주변에 편의점 혹시 있나요?,의류 문의
13660,고객,이거는 왜 할인하는 거예요?,의류 문의
13661,고객,이월 상품이라 할인하는 건가요?,의류 문의
13662,고객,신상품인 거 같은데 왜 할인해요?,의류 문의
13663,고객,이거는 왜 싸게 파시는 거예요?,의류 문의
13664,고객,오픈한 지 얼마나 되셨어요?,의류 문의
13665,고객,오픈한 지 오래되셨나요?,의류 문의
13666,고객,영업은 몇 시부터 몇 시까지 하시나요?,의류 문의
13667,고객,이거는 어떻게 입는 건가요?,의류 문의
13668,고객,주름 있는 쪽이 앞인가요?,의류 문의
13669,고객,지퍼가 뒤쪽으로 가게 입는 거 맞죠?,의류 문의
13670,고객,티셔츠처럼 위쪽으로 입으면 되나요?,의류 문의
13671,고객,거울은 어디에 있어요?,의류 문의
13672,고객,거울에 좀 비춰보고 싶은데요,의류 문의
13673,고객,거울 좀 비춰 주세요,의류 문의
13674,고객,키가 좀 큰 사람들은 어떻게 입나요?,의류 문의
